V4_3,Data Marking,Lower limit,Upper limit,yyyy-yy,Time,administrative-geography,Geography,measure-of-wellbeing,MeasureOfWellbeing,wellbeing-estimate,Estimate
27.92,,20.34,35.5,2015-16,2015-16,E07000206,Waveney,anxiety,Anxiety,good,Good
,x,,,2016-17,2016-17,E07000204,St Edmundsbury,anxiety,Anxiety,poor,Poor
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,happiness,Happiness,average-mean,Average (mean)
7.43,,7.26,7.59,2014-15,2014-15,E06000028,Bournemouth,happiness,Happiness,average-mean,Average (mean)
7.70,,7.43,7.97,2013-14,2013-14,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.39,,7.23,7.56,2016-17,2016-17,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,anxiety,Anxiety,good,Good
30.0,22.39,37.61,2014-15,2014-15,E07000206,Waveney,anxiety,Anxiety,good,Good
7.61,,7.5,7.73,2011-12,2011-12,E06000028,Bournemouth,worthwhile,Worthwhile,average-mean,Average (mean)
7.33,,7.16,7.49,2011-12,2011-12,E06000029,Poole,happiness,Happiness,average-mean,Average (mean)
2.87,,2.38,3.36,2013-14,2013-14,E07000048,Christchurch,anxiety,Anxiety,average-mean,Average (mean)
2.78,,2.41,3.16,2017-18,2017-18,E07000205,Suffolk Coastal,anxiety,Anxiety,average-mean,Average (mean)
7.89,,7.73,8.06,2018-19,2018-19,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
8.02,,7.78,8.26,2018-19,2018-19,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
40.23,,36.44,44.03,2012-13,2012-13,S12000046,Glasgow City,anxiety,Anxiety,very-good,Very good
7.92,,7.62,8.22,2017-18,2017-18,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.51,,7.16,7.86,2013-14,2013-14,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
47.39,,38.8,55.97,2015-16,2015-16,E07000205,Suffolk Coastal,anxiety,Anxiety,very-good,Very good
22.75,,15.56,29.94,2012-13,2012-13,E07000205,Suffolk Coastal,anxiety,Anxiety,good,Good
,x,,,2014-15,2014-15,E07000201,Forest Heath,anxiety,Anxiety,very-good,Very good
7.82,,7.7,7.94,2012-13,2012-13,S12000024,Perth and Kinross,worthwhile,Worthwhile,average-mean,Average (mean)
7.57,,7.43,7.72,2012-13,2012-13,S12000024,Perth and Kinross,happiness,Happiness,average-mean,Average (mean)
7.49,,7.12,7.85,2016-17,2016-17,E07000050,North Dorset,happiness,Happiness,average-mean,Average (mean)
3.20,,2.94,3.47,2014-15,2014-15,S12000046,Glasgow City,anxiety,Anxiety,average-mean,Average (mean)
19.48,,16.45,22.5,2014-15,2014-15,S12000044,North Lanarkshire,happiness,Happiness,fair,Fair
,x,,,2012-13,2012-13,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2018-19,2018-19,E07000191,West Somerset,life-satisfaction,Life Satisfaction,poor,Poor
15.16,,11.95,18.38,2017-18,2017-18,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,fair,Fair
32.11,,10.6,18.65,2014-15,2014-15,E10000009,Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
16.46,,10.6,22.31,2012-13,2012-13,E07000052,West Dorset,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2016-17,2016-17,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,good,Good
62.66,,33.01,69.0,2014-15,2014-15,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,good,Good
,x,,,2015-16,2015-16,E07000191,West Somerset,life-satisfaction,Life Satisfaction,poor,Poor
31.05,,20.7,41.41,2017-18,2017-18,E07000206,Waveney,life-satisfaction,Life Satisfaction,very-good,Very good
16.63,,13.61,19.66,2012-13,2012-13,S12000015,Fife,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,fair,Fair
19.02,,9.33,13.86,2014-15,2014-15,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,very-good,Very good
54.24,,45.52,62.96,2013-14,2013-14,E07000050,North Dorset,life-satisfaction,Life Satisfaction,good,Good
58.67,,49.6,67.75,2016-17,2016-17,E07000049,East Dorset,life-satisfaction,Life Satisfaction,good,Good
31.37,,19.4,43.33,2018-19,2018-19,E07000051,Purbeck,life-satisfaction,Life Satisfaction,very-good,Very good
55.75,,46.61,64.89,2019-20,2019-20,E07000049,East Dorset,life-satisfaction,Life Satisfaction,good,Good
,x,,,2014-15,2014-15,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,poor,Poor
35.13,,25.92,44.34,2013-14,2013-14,E07000050,North Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
53.66,,48.96,58.35,2015-16,2015-16,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,good,Good
37.62,,27.92,47.24,2016-17,2016-17,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,very-good,Very good
47.88,,48.09,62.82,2014-15,2014-15,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,good,Good
52.12,,48.24,55.99,2012-13,2012-13,E06000029,Poole,life-satisfaction,Life Satisfaction,good,Good
,x,,,2016-17,2016-17,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2017-18,2017-18,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
55.81,,46.47,65.1,2016-17,2016-17,E07000050,North Dorset,life-satisfaction,Life Satisfaction,good,Good
26.93,,22.61,31.26,2018-19,2018-19,S12000015,Fife,life-satisfaction,Life Satisfaction,very-good,Very good
4.90,,3.34,6.45,2013-14,2013-14,E06000029,Poole,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2015-16,2015-16,E07000051,Purbeck,life-satisfaction,Life Satisfaction,very-good,Very good
4.43,,2.9,5.97,2018-19,2018-19,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,poor,Poor
17.63,,12.33,22.94,2011-12,2011-12,E07000052,West Dorset,life-satisfaction,Life Satisfaction,fair,Fair
46.89,,41.91,51.86,2019-20,2019-20,E06000029,Poole,life-satisfaction,Life Satisfaction,good,Good
,x,,,2014-15,2014-15,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2011-12,2011-12,E07000206,Waveney,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2016-17,2016-17,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,poor,Poor
39.06,,29.06,49.06,2017-18,2017-18,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,very-good,Very good
28.76,,24.86,32.66,2017-18,2017-18,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2018-19,2018-19,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
50.99,,0.0,0.0,2014-15,2014-15,E07000191,West Somerset,life-satisfaction,Life Satisfaction,good,Good
16.06,,9.88,15.38,2014-15,2014-15,E06000029,Poole,life-satisfaction,Life Satisfaction,fair,Fair
15.60,,13.19,18.01,2011-12,2011-12,E10000009,Dorset,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2019-20,2019-20,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2018-19,2018-19,E07000191,West Somerset,life-satisfaction,Life Satisfaction,fair,Fair
53.56,,49.7,57.42,2013-14,2013-14,E10000009,Dorset,life-satisfaction,Life Satisfaction,good,Good
4.90,,3.28,6.5,2016-17,2016-17,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,poor,Poor
19.93,,16.51,23.34,2013-14,2013-14,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2013-14,2013-14,E07000191,West Somerset,life-satisfaction,Life Satisfaction,very-good,Very good
31.63,,28.21,35.05,2012-13,2012-13,E10000009,Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
26.69,,23.0,30.38,2018-19,2018-19,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2013-14,2013-14,E07000191,West Somerset,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2019-20,2019-20,E07000050,North Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
18.03,,11.01,25.06,2012-13,2012-13,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2011-12,2011-12,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,fair,Fair
59.53,,51.28,67.77,2012-13,2012-13,E07000204,St Edmundsbury,worthwhile,Worthwhile,good,Good
16.41,,0.0,0.0,2011-12,2011-12,S12000015,Fife,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2019-20,2019-20,E07000191,West Somerset,worthwhile,Worthwhile,fair,Fair
50.36,,40.29,60.43,2012-13,2012-13,E07000051,Purbeck,worthwhile,Worthwhile,good,Good
,x,,,2019-20,2019-20,S12000044,North Lanarkshire,worthwhile,Worthwhile,poor,Poor
34.30,,25.03,43.56,2012-13,2012-13,E07000048,Christchurch,worthwhile,Worthwhile,very-good,Very good
3.43,,2.15,4.71,2011-12,2011-12,E10000009,Dorset,worthwhile,Worthwhile,poor,Poor
,x,,,2016-17,2016-17,S12000024,Perth and Kinross,worthwhile,Worthwhile,poor,Poor
,x,,,2016-17,2016-17,E07000206,Waveney,worthwhile,Worthwhile,fair,Fair
35.32,,30.01,40.63,2019-20,2019-20,E06000029,Poole,worthwhile,Worthwhile,very-good,Very good
44.66,,36.04,53.39,2016-17,2016-17,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
32.50,,23.31,41.68,2013-14,2013-14,E07000206,Waveney,worthwhile,Worthwhile,very-good,Very good
42.58,,33.22,51.95,2018-19,2018-19,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
,x,,,2017-18,2017-18,E07000206,Waveney,worthwhile,Worthwhile,poor,Poor
,x,,,2018-19,2018-19,E07000206,Waveney,worthwhile,Worthwhile,poor,Poor
51.51,,47.33,55.68,2018-19,2018-19,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,good,Good
52.63,,47.73,57.53,2018-19,2018-19,S12000015,Fife,life-satisfaction,Life Satisfaction,good,Good
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,worthwhile,Worthwhile,poor,Poor
41.41,,33.59,49.22,2018-19,2018-19,E07000052,West Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E07000049,East Dorset,worthwhile,Worthwhile,fair,Fair
38.68,,34.3,43.05,2017-18,2017-18,S12000024,Perth and Kinross,worthwhile,Worthwhile,very-good,Very good
11.36,,8.48,14.24,2015-16,2015-16,S12000024,Perth and Kinross,worthwhile,Worthwhile,fair,Fair
,x,,,2015-16,2015-16,E07000205,Suffolk Coastal,worthwhile,Worthwhile,poor,Poor
52.83,,49.38,56.29,2012-13,2012-13,E06000028,Bournemouth,worthwhile,Worthwhile,good,Good
33.31,,22.29,44.39,2016-17,2016-17,E07000053,Weymouth and Portland,worthwhile,Worthwhile,very-good,Very good
,x,,,2011-12,2011-12,E07000206,Waveney,worthwhile,Worthwhile,good,Good
28.35,,21.38,35.33,2012-13,2012-13,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
52.01,,44.45,59.56,2012-13,2012-13,E07000049,East Dorset,life-satisfaction,Life Satisfaction,good,Good
48.15,,38.53,57.77,2018-19,2018-19,E07000050,North Dorset,life-satisfaction,Life Satisfaction,good,Good
29.16,,30.12,37.49,2014-15,2014-15,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,very-good,Very good
46.17,,41.92,50.47,2016-17,2016-17,S12000044,North Lanarkshire,worthwhile,Worthwhile,good,Good
37.50,,33.19,41.81,2017-18,2017-18,S12000044,North Lanarkshire,worthwhile,Worthwhile,very-good,Very good
46.29,,40.98,51.6,2019-20,2019-20,S12000044,North Lanarkshire,worthwhile,Worthwhile,good,Good
,x,,,2015-16,2015-16,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
36.19,,32.7,39.68,2012-13,2012-13,E10000009,Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2016-17,2016-17,E07000201,Forest Heath,worthwhile,Worthwhile,fair,Fair
37.30,,28.7,45.94,2015-16,2015-16,E07000205,Suffolk Coastal,worthwhile,Worthwhile,very-good,Very good
40.89,,26.97,54.8,2017-18,2017-18,E07000201,Forest Heath,worthwhile,Worthwhile,good,Good
30.60,,22.75,38.45,2013-14,2013-14,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
,x,,,2011-12,2011-12,E07000051,Purbeck,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2016-17,2016-17,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,poor,Poor
12.15,,x,x,2013-14,2013-14,S12000024,Perth and Kinross,worthwhile,Worthwhile,fair,Fair
,x,,,2014-15,2014-15,E07000191,West Somerset,worthwhile,Worthwhile,good,Good
33.55,,26.64,40.46,2012-13,2012-13,E07000049,East Dorset,worthwhile,Worthwhile,very-good,Very good
33.33,,29.15,37.49,2015-16,2015-16,S12000015,Fife,worthwhile,Worthwhile,very-good,Very good
,x,,,2018-19,2018-19,S12000015,Fife,worthwhile,Worthwhile,poor,Poor
,x,,,2017-18,2017-18,E07000048,Christchurch,worthwhile,Worthwhile,fair,Fair
15.61,,12.88,18.35,2013-14,2013-14,S12000044,North Lanarkshire,worthwhile,Worthwhile,fair,Fair
13.62,,10.82,16.43,2017-18,2017-18,E06000028,Bournemouth,worthwhile,Worthwhile,fair,Fair
15.73,,12.8,18.68,2011-12,2011-12,E06000028,Bournemouth,worthwhile,Worthwhile,fair,Fair
,x,,,2018-19,2018-19,E07000191,West Somerset,worthwhile,Worthwhile,very-good,Very good
39.62,,30.24,49.01,2017-18,2017-18,E07000206,Waveney,worthwhile,Worthwhile,good,Good
,x,,,2012-13,2012-13,E07000048,Christchurch,worthwhile,Worthwhile,fair,Fair
9.94,,7.62,12.26,2017-18,2017-18,E06000029,Poole,worthwhile,Worthwhile,fair,Fair
34.40,,24.24,44.57,2016-17,2016-17,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
,x,,,2013-14,2013-14,E07000206,Waveney,worthwhile,Worthwhile,fair,Fair
43.11,,28.15,58.08,2019-20,2019-20,E07000204,St Edmundsbury,worthwhile,Worthwhile,very-good,Very good
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,happiness,Happiness,fair,Fair
,x,,,2014-15,2014-15,E07000191,West Somerset,happiness,Happiness,fair,Fair
,x,,,2015-16,2015-16,E07000052,West Dorset,happiness,Happiness,poor,Poor
43.24,,31.27,55.22,2017-18,2017-18,E07000048,Christchurch,happiness,Happiness,very-good,Very good
,x,,,2013-14,2013-14,E06000053,Isles of Scilly,happiness,Happiness,fair,Fair
,x,,,2018-19,2018-19,E07000206,Waveney,happiness,Happiness,fair,Fair
35.56,,25.37,45.74,2015-16,2015-16,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
18.80,,12.13,25.41,2014-15,2014-15,E07000205,Suffolk Coastal,happiness,Happiness,fair,Fair
,x,,,2018-19,2018-19,E07000052,West Dorset,happiness,Happiness,poor,Poor
30.33,,22.67,37.99,2017-18,2017-18,E07000190,Taunton Deane,happiness,Happiness,good,Good
37.83,,32.91,42.64,2016-17,2016-17,S12000024,Perth and Kinross,happiness,Happiness,very-good,Very good
,x,,,2015-16,2015-16,E07000049,East Dorset,worthwhile,Worthwhile,very-good,Very good
36.25,,27.89,44.6,2011-12,2011-12,E07000050,North Dorset,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000049,East Dorset,happiness,Happiness,poor,Poor
33.58,,29.8,37.35,2017-18,2017-18,E06000028,Bournemouth,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000191,West Somerset,happiness,Happiness,good,Good
,x,,,2017-18,2017-18,E07000051,Purbeck,happiness,Happiness,fair,Fair
,x,,,2011-12,2011-12,E07000052,West Dorset,happiness,Happiness,poor,Poor
,x,,,2012-13,2012-13,E07000190,Taunton Deane,happiness,Happiness,good,Good
,x,,,2015-16,2015-16,E07000051,Purbeck,happiness,Happiness,poor,Poor
34.55,,30.96,38.14,2017-18,2017-18,E10000009,Dorset,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000206,Waveney,happiness,Happiness,fair,Fair
37.95,,34.13,41.76,2011-12,2011-12,S12000015,Fife,happiness,Happiness,good,Good
34.30,,30.67,37.92,2015-16,2015-16,E06000029,Poole,happiness,Happiness,very-good,Very good
,x,,,2018-19,2018-19,E07000190,Taunton Deane,happiness,Happiness,fair,Fair
3.40,,x,x,2013-14,2013-14,S12000024,Perth and Kinross,worthwhile,Worthwhile,poor,Poor
52.73,,43.73,61.74,2019-20,2019-20,E07000049,East Dorset,worthwhile,Worthwhile,good,Good
31.46,,27.39,35.53,2018-19,2018-19,E06000028,Bournemouth,happiness,Happiness,very-good,Very good
53.09,,42.85,63.34,2018-19,2018-19,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
38.05,,29.88,46.2,2015-16,2015-16,E07000052,West Dorset,happiness,Happiness,very-good,Very good
35.53,,32.1,38.96,2012-13,2012-13,S12000024,Perth and Kinross,happiness,Happiness,very-good,Very good
6.18,,4.34,8.02,2017-18,2017-18,E10000009,Dorset,happiness,Happiness,poor,Poor
38.91,,34.25,43.58,2019-20,2019-20,E10000009,Dorset,happiness,Happiness,good,Good
50.09,,39.06,61.11,2014-15,2014-15,E07000050,North Dorset,happiness,Happiness,very-good,Very good
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,happiness,Happiness,good,Good
28.80,,20.84,36.77,2012-13,2012-13,E07000204,St Edmundsbury,happiness,Happiness,very-good,Very good
,x,,,2017-18,2017-18,E07000191,West Somerset,happiness,Happiness,fair,Fair
,x,,,2016-17,2016-17,E07000051,Purbeck,happiness,Happiness,fair,Fair
45.08,,34.98,55.12,2016-17,2016-17,E07000206,Waveney,happiness,Happiness,very-good,Very good
40.17,,36.16,44.17,2012-13,2012-13,E06000029,Poole,happiness,Happiness,good,Good
24.33,,16.34,32.32,2017-18,2017-18,E07000050,North Dorset,happiness,Happiness,very-good,Very good
16.59,,10.65,22.53,2011-12,2011-12,E07000053,Weymouth and Portland,happiness,Happiness,fair,Fair
10.29,,8.02,12.56,2014-15,2014-15,S12000044,North Lanarkshire,happiness,Happiness,poor,Poor
47.53,,43.76,51.3,2017-18,2017-18,E10000009,Dorset,worthwhile,Worthwhile,good,Good
40.47,,31.76,49.18,2013-14,2013-14,E07000050,North Dorset,happiness,Happiness,very-good,Very good
41.52,,37.51,45.57,2015-16,2015-16,E06000028,Bournemouth,happiness,Happiness,good,Good
13.56,,11.15,15.97,2014-15,2014-15,E10000009,Dorset,happiness,Happiness,fair,Fair
40.80,,36.67,44.93,2013-14,2013-14,S12000046,Glasgow City,happiness,Happiness,good,Good
,x,,,2015-16,2015-16,E07000053,Weymouth and Portland,happiness,Happiness,fair,Fair
30.82,,27.49,34.17,2012-13,2012-13,E06000029,Poole,happiness,Happiness,very-good,Very good
,x,,,2014-15,2014-15,E07000052,West Dorset,happiness,Happiness,poor,Poor
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,happiness,Happiness,very-good,Very good
40.34,,28.23,52.44,2016-17,2016-17,E07000048,Christchurch,happiness,Happiness,very-good,Very good
37.80,,28.52,47.1,2012-13,2012-13,E07000051,Purbeck,happiness,Happiness,very-good,Very good
,x,,,2019-20,2019-20,E07000205,Suffolk Coastal,happiness,Happiness,fair,Fair
38.96,,30.2,47.73,2011-12,2011-12,E07000205,Suffolk Coastal,happiness,Happiness,good,Good
,x,,,2018-19,2018-19,E07000050,North Dorset,happiness,Happiness,fair,Fair
41.02,,36.69,45.35,2018-19,2018-19,S12000046,Glasgow City,happiness,Happiness,good,Good
36.60,,27.47,45.73,2011-12,2011-12,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
21.35,,17.72,24.97,2016-17,2016-17,S12000046,Glasgow City,anxiety,Anxiety,poor,Poor
40.23,,26.8,53.65,2019-20,2019-20,E07000051,Purbeck,anxiety,Anxiety,very-good,Very good
17.83,,14.95,20.7,2012-13,2012-13,E06000028,Bournemouth,anxiety,Anxiety,fair,Fair
7.70,,7.46,7.95,2013-14,2013-14,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2012-13,2012-13,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
20.88,,14.33,20.02,2011-12,2011-12,S12000015,Fife,anxiety,Anxiety,fair,Fair
40.99,,36.4,45.59,2015-16,2015-16,S12000046,Glasgow City,anxiety,Anxiety,very-good,Very good
,x,,,2011-12,2011-12,E07000191,West Somerset,anxiety,Anxiety,fair,Fair
,x,,,2019-20,2019-20,E07000204,St Edmundsbury,anxiety,Anxiety,fair,Fair
19.99,,16.97,23.01,2017-18,2017-18,E06000028,Bournemouth,anxiety,Anxiety,poor,Poor
,x,,,2013-14,2013-14,E07000201,Forest Heath,anxiety,Anxiety,fair,Fair
38.91,,30.77,47.06,2011-12,2011-12,E07000205,Suffolk Coastal,anxiety,Anxiety,very-good,Very good
42.79,,32.61,52.97,2019-20,2019-20,E07000190,Taunton Deane,anxiety,Anxiety,very-good,Very good
18.64,,15.49,21.78,2017-18,2017-18,S12000044,North Lanarkshire,anxiety,Anxiety,poor,Poor
,x,,,2018-19,2018-19,E07000050,North Dorset,anxiety,Anxiety,fair,Fair
,x,,,2012-13,2012-13,E07000191,West Somerset,anxiety,Anxiety,fair,Fair
,x,,,2012-13,2012-13,E07000050,North Dorset,anxiety,Anxiety,fair,Fair
26.48,,18.95,34.01,2018-19,2018-19,E07000205,Suffolk Coastal,anxiety,Anxiety,good,Good
25.90,,17.38,34.43,2012-13,2012-13,E07000204,St Edmundsbury,anxiety,Anxiety,fair,Fair
27.66,,22.99,32.33,2017-18,2017-18,E06000028,Bournemouth,anxiety,Anxiety,good,Good
13.50,,10.96,16.03,2018-19,2018-19,E06000029,Poole,anxiety,Anxiety,fair,Fair
23.76,,16.69,30.83,2011-12,2011-12,E07000205,Suffolk Coastal,anxiety,Anxiety,good,Good
,x,,,2013-14,2013-14,E07000204,St Edmundsbury,anxiety,Anxiety,poor,Poor
24.82,,21.61,28.03,2018-19,2018-19,E10000009,Dorset,anxiety,Anxiety,good,Good
18.82,,12.34,25.3,2016-17,2016-17,E07000050,North Dorset,anxiety,Anxiety,good,Good
,x,,,2017-18,2017-18,E07000201,Forest Heath,anxiety,Anxiety,poor,Poor
26.62,,16.15,37.1,2018-19,2018-19,E07000206,Waveney,anxiety,Anxiety,fair,Fair
,x,,,2017-18,2017-18,E07000206,Waveney,anxiety,Anxiety,fair,Fair
17.06,,11.86,22.26,2014-15,2014-15,E07000205,Suffolk Coastal,anxiety,Anxiety,poor,Poor
72.37,,56.36,88.37,2019-20,2019-20,E07000191,West Somerset,anxiety,Anxiety,very-good,Very good
14.54,,11.85,17.23,2015-16,2015-16,E10000009,Dorset,anxiety,Anxiety,poor,Poor
,x,,,2016-17,2016-17,E07000053,Weymouth and Portland,anxiety,Anxiety,poor,Poor
,x,,,2017-18,2017-18,E07000191,West Somerset,anxiety,Anxiety,fair,Fair
20.36,,12.97,27.74,2011-12,2011-12,E07000053,Weymouth and Portland,anxiety,Anxiety,poor,Poor
40.21,,31.18,49.24,2016-17,2016-17,E07000190,Taunton Deane,anxiety,Anxiety,very-good,Very good
